Age,Sodium,Protein,Fat,PA,Energy,BMI
79,0.09135822604182,2.66218619709984,3.77143328589165,1912.18765389494,-0.937771982754384,-0.478883488850919
80,0.0776596060903874,2.54134856884215,3.10897850233101,1904.4996592143,-16.3946810727507,-0.525775400800814
81,0.0544036538545845,2.26691620656429,2.16125230306659,1894.01333441782,-36.9608451732911,-1.14711009683316
82,0.0293957767007051,1.94601771021335,1.18840724144175,1885.87590152307,-60.3530656880916,-1.07738027023832
83,0.0119861733651172,1.70744391616256,0.39649264564062,1879.82593496378,-82.6404155993637,-0.523408526007969
84,0.00641191835247845,1.58700508769314,-0.206343476155553,1870.65239699217,-99.213070237347,-0.950704015795985
85,0.00816404558609518,1.45514172797488,-0.854810478011757,1852.20351232722,-106.710078502395,-1.83157237406401
86,0.00568648718760745,1.06458583233228,-1.91668317982749,1821.53214532634,-104.944344093509,-1.65728845260941
87,-0.0136863850952249,0.20300825780518,-3.69084694680851,1779.96973254462,-97.1940353844107,-1.55823921051582
88,-0.0569378544507542,-1.13524413763206,-6.19671014656677,1731.02130196745,-88.31852460752,-2.62609929471776
89,-0.120602249909805,-2.67696364128338,-9.06148327028183,1677.52570460414,-81.76387731564,-1.44360327296069
90,-0.190094773964326,-3.95474675018292,-11.5552104708948,1620.43520098444,-77.3563076051541,-1.88177842312411
91,-0.24486373536113,-4.55683224587706,-12.8736066135279,1559.83126846769,-71.3215038186354,-1.91006091747625
92,-0.269407632348711,-4.43618107630914,-12.6417480642053,1496.28721269963,-58.3071532579447,-3.00547592864284
93,-0.265634489463695,-4.1134327613558,-11.4371730985899,1430.14618938533,-34.4799807617424,-3.3849633931965
94,-0.257405045213482,-4.55046093062084,-10.852878026358,1357.84679928924,-0.119896632638302,-4.2437326610261
95,-0.280287990851336,-6.67159254029539,-12.8141043689859,1267.31288355192,39.2630163483209,-2.75611767456406
96,-0.360113287687101,-10.75272752756,-18.3780255554307,1137.46454101534,74.277292810425,-3.6137289831472
97,-0.495134670733344,-16.1396983675728,-26.890028760115,944.983678761521,95.187222937659,-4.20367023433485
