LocID,Location,VarID,Variant,Time,MidPeriod,TimeYear,Births,LEx,LExMale,LExFemale,Deaths,DeathsMale,DeathsFemale,NetMigrations,SRB
620,Portugal,2,Medium,1975-1980,1978,1980,171175.6,70.41,66.84,73.91,95157,49429.4,45727.6,39725.8,1.06
620,Portugal,2,Medium,1980-1985,1983,1981,144152.2,72.53,68.96,76.01,95129.6,49566.6,45563,-13378.8,1.06
620,Portugal,2,Medium,1980-1985,1983,1982,144152.2,72.53,68.96,76.01,95129.6,49566.6,45563,-13378.8,1.06
620,Portugal,2,Medium,1980-1985,1983,1983,144152.2,72.53,68.96,76.01,95129.6,49566.6,45563,-13378.8,1.06
620,Portugal,2,Medium,1980-1985,1983,1984,144152.2,72.53,68.96,76.01,95129.6,49566.6,45563,-13378.8,1.06
620,Portugal,2,Medium,1980-1985,1983,1985,144152.2,72.53,68.96,76.01,95129.6,49566.6,45563,-13378.8,1.06
620,Portugal,2,Medium,1985-1990,1988,1986,119189.4,74.04,70.5,77.52,96378.6,50163.8,46214.8,-29574.6,1.06
620,Portugal,2,Medium,1985-1990,1988,1987,119189.4,74.04,70.5,77.52,96378.6,50163.8,46214.8,-29574.6,1.06
620,Portugal,2,Medium,1985-1990,1988,1988,119189.4,74.04,70.5,77.52,96378.6,50163.8,46214.8,-29574.6,1.06
620,Portugal,2,Medium,1985-1990,1988,1989,119189.4,74.04,70.5,77.52,96378.6,50163.8,46214.8,-29574.6,1.06
620,Portugal,2,Medium,1985-1990,1988,1990,119189.4,74.04,70.5,77.52,96378.6,50163.8,46214.8,-29574.6,1.06
620,Portugal,2,Medium,1990-1995,1993,1991,111116.4,74.9,71.25,78.52,101749.2,53109.2,48640,29824.4,1.06
620,Portugal,2,Medium,1990-1995,1993,1992,111116.4,74.9,71.25,78.52,101749.2,53109.2,48640,29824.4,1.06
620,Portugal,2,Medium,1990-1995,1993,1993,111116.4,74.9,71.25,78.52,101749.2,53109.2,48640,29824.4,1.06
620,Portugal,2,Medium,1990-1995,1993,1994,111116.4,74.9,71.25,78.52,101749.2,53109.2,48640,29824.4,1.06
620,Portugal,2,Medium,1990-1995,1993,1995,111116.4,74.9,71.25,78.52,101749.2,53109.2,48640,29824.4,1.06
620,Portugal,2,Medium,1995-2000,1998,1996,112067,76,72.35,79.63,105629,55333,50296,34720.8,1.06
620,Portugal,2,Medium,1995-2000,1998,1997,112067,76,72.35,79.63,105629,55333,50296,34720.8,1.06
620,Portugal,2,Medium,1995-2000,1998,1998,112067,76,72.35,79.63,105629,55333,50296,34720.8,1.06
620,Portugal,2,Medium,1995-2000,1998,1999,112067,76,72.35,79.63,105629,55333,50296,34720.8,1.06
620,Portugal,2,Medium,1995-2000,1998,2000,112067,76,72.35,79.63,105629,55333,50296,34720.8,1.06
620,Portugal,2,Medium,2000-2005,2003,2001,112242.4,77.58,74.12,80.99,105637.4,55069.4,50568,35670.6,1.06
620,Portugal,2,Medium,2000-2005,2003,2002,112242.4,77.58,74.12,80.99,105637.4,55069.4,50568,35670.6,1.06
620,Portugal,2,Medium,2000-2005,2003,2003,112242.4,77.58,74.12,80.99,105637.4,55069.4,50568,35670.6,1.06
620,Portugal,2,Medium,2000-2005,2003,2004,112242.4,77.58,74.12,80.99,105637.4,55069.4,50568,35670.6,1.06
620,Portugal,2,Medium,2000-2005,2003,2005,112242.4,77.58,74.12,80.99,105637.4,55069.4,50568,35670.6,1.06
620,Portugal,2,Medium,2005-2010,2008,2006,102851.195,79.28,75.96,82.51,103764.41,53843,49921.4,18426.6,1.06
620,Portugal,2,Medium,2005-2010,2008,2007,102851.195,79.28,75.96,82.51,103764.41,53843,49921.4,18426.6,1.06
620,Portugal,2,Medium,2005-2010,2008,2008,102851.195,79.28,75.96,82.51,103764.41,53843,49921.4,18426.6,1.06
620,Portugal,2,Medium,2005-2010,2008,2009,102851.195,79.28,75.96,82.51,103764.41,53843,49921.4,18426.6,1.06
620,Portugal,2,Medium,2005-2010,2008,2010,102851.195,79.28,75.96,82.51,103764.41,53843,49921.4,18426.6,1.06
620,Portugal,2,Medium,2010-2015,2013,2011,89050.2,80.62,77.45,83.65,106592.6,54476.4,52116.2,-28000,1.06
620,Portugal,2,Medium,2010-2015,2013,2012,89050.2,80.62,77.45,83.65,106592.6,54476.4,52116.2,-28000,1.06
620,Portugal,2,Medium,2010-2015,2013,2013,89050.2,80.62,77.45,83.65,106592.6,54476.4,52116.2,-28000,1.06
620,Portugal,2,Medium,2010-2015,2013,2014,89050.2,80.62,77.45,83.65,106592.6,54476.4,52116.2,-28000,1.06
620,Portugal,2,Medium,2010-2015,2013,2015,89050.2,80.62,77.45,83.65,106592.6,54476.4,52116.2,-28000,1.06
620,Portugal,2,Medium,2015-2020,2018,2016,80573.8,81.75,78.67,84.64,108901.8,55054.2,53847.6,-6000.2,1.06
620,Portugal,2,Medium,2015-2020,2018,2017,80573.8,81.75,78.67,84.64,108901.8,55054.2,53847.6,-6000.2,1.06
620,Portugal,2,Medium,2015-2020,2018,2018,80573.8,81.75,78.67,84.64,108901.8,55054.2,53847.6,-6000.2,1.06
620,Portugal,2,Medium,2015-2020,2018,2019,80573.8,81.75,78.67,84.64,108901.8,55054.2,53847.6,-6000.2,1.06
620,Portugal,2,Medium,2015-2020,2018,2020,80573.8,81.75,78.67,84.64,108901.8,55054.2,53847.6,-6000.2,1.06
620,Portugal,2,Medium,2020-2025,2023,2021,77633.8,82.65,79.79,85.28,112891.2,55626.8,57264.4,8000,1.06
620,Portugal,2,Medium,2020-2025,2023,2022,77633.8,82.65,79.79,85.28,112891.2,55626.8,57264.4,8000,1.06
620,Portugal,2,Medium,2020-2025,2023,2023,77633.8,82.65,79.79,85.28,112891.2,55626.8,57264.4,8000,1.06
620,Portugal,2,Medium,2020-2025,2023,2024,77633.8,82.65,79.79,85.28,112891.2,55626.8,57264.4,8000,1.06
620,Portugal,2,Medium,2020-2025,2023,2025,77633.8,82.65,79.79,85.28,112891.2,55626.8,57264.4,8000,1.06
620,Portugal,2,Medium,2025-2030,2028,2026,76886.2,83.41,80.67,85.92,116434.2,56897.4,59536.8,10000.4,1.06
620,Portugal,2,Medium,2025-2030,2028,2027,76886.2,83.41,80.67,85.92,116434.2,56897.4,59536.8,10000.4,1.06
620,Portugal,2,Medium,2025-2030,2028,2028,76886.2,83.41,80.67,85.92,116434.2,56897.4,59536.8,10000.4,1.06
620,Portugal,2,Medium,2025-2030,2028,2029,76886.2,83.41,80.67,85.92,116434.2,56897.4,59536.8,10000.4,1.06
620,Portugal,2,Medium,2025-2030,2028,2030,76886.2,83.41,80.67,85.92,116434.2,56897.4,59536.8,10000.4,1.06
620,Portugal,2,Medium,2030-2035,2033,2031,76997.8,84.07,81.4,86.54,120033.2,58614.4,61418.8,10000.4,1.06
620,Portugal,2,Medium,2030-2035,2033,2032,76997.8,84.07,81.4,86.54,120033.2,58614.4,61418.8,10000.4,1.06
620,Portugal,2,Medium,2030-2035,2033,2033,76997.8,84.07,81.4,86.54,120033.2,58614.4,61418.8,10000.4,1.06
620,Portugal,2,Medium,2030-2035,2033,2034,76997.8,84.07,81.4,86.54,120033.2,58614.4,61418.8,10000.4,1.06
620,Portugal,2,Medium,2030-2035,2033,2035,76997.8,84.07,81.4,86.54,120033.2,58614.4,61418.8,10000.4,1.06
620,Portugal,2,Medium,2035-2040,2038,2036,75925.6,84.7,82.08,87.15,123774,60283.4,63490.6,10000.4,1.06
620,Portugal,2,Medium,2035-2040,2038,2037,75925.6,84.7,82.08,87.15,123774,60283.4,63490.6,10000.4,1.06
620,Portugal,2,Medium,2035-2040,2038,2038,75925.6,84.7,82.08,87.15,123774,60283.4,63490.6,10000.4,1.06
620,Portugal,2,Medium,2035-2040,2038,2039,75925.6,84.7,82.08,87.15,123774,60283.4,63490.6,10000.4,1.06
620,Portugal,2,Medium,2035-2040,2038,2040,75925.6,84.7,82.08,87.15,123774,60283.4,63490.6,10000.4,1.06
620,Portugal,2,Medium,2040-2045,2043,2041,73117.2,85.33,82.72,87.75,127146.8,61678.6,65468.2,10000.4,1.06
620,Portugal,2,Medium,2040-2045,2043,2042,73117.2,85.33,82.72,87.75,127146.8,61678.6,65468.2,10000.4,1.06
620,Portugal,2,Medium,2040-2045,2043,2043,73117.2,85.33,82.72,87.75,127146.8,61678.6,65468.2,10000.4,1.06
620,Portugal,2,Medium,2040-2045,2043,2044,73117.2,85.33,82.72,87.75,127146.8,61678.6,65468.2,10000.4,1.06
620,Portugal,2,Medium,2040-2045,2043,2045,73117.2,85.33,82.72,87.75,127146.8,61678.6,65468.2,10000.4,1.06
620,Portugal,2,Medium,2045-2050,2048,2046,69501.2,85.92,83.34,88.36,130209.6,62937.8,67271.8,10000.4,1.06
620,Portugal,2,Medium,2045-2050,2048,2047,69501.2,85.92,83.34,88.36,130209.6,62937.8,67271.8,10000.4,1.06
620,Portugal,2,Medium,2045-2050,2048,2048,69501.2,85.92,83.34,88.36,130209.6,62937.8,67271.8,10000.4,1.06
620,Portugal,2,Medium,2045-2050,2048,2049,69501.2,85.92,83.34,88.36,130209.6,62937.8,67271.8,10000.4,1.06
620,Portugal,2,Medium,2045-2050,2048,2050,69501.2,85.92,83.34,88.36,130209.6,62937.8,67271.8,10000.4,1.06
620,Portugal,2,Medium,2050-2055,2053,2051,66642.2,86.5,83.95,88.95,132492.2,63672.8,68819.4,10000.4,1.06
620,Portugal,2,Medium,2050-2055,2053,2052,66642.2,86.5,83.95,88.95,132492.2,63672.8,68819.4,10000.4,1.06
620,Portugal,2,Medium,2050-2055,2053,2053,66642.2,86.5,83.95,88.95,132492.2,63672.8,68819.4,10000.4,1.06
620,Portugal,2,Medium,2050-2055,2053,2054,66642.2,86.5,83.95,88.95,132492.2,63672.8,68819.4,10000.4,1.06
620,Portugal,2,Medium,2050-2055,2053,2055,66642.2,86.5,83.95,88.95,132492.2,63672.8,68819.4,10000.4,1.06
620,Portugal,2,Medium,2055-2060,2058,2056,65378.6,87.08,84.55,89.53,133624.6,63974.4,69650.2,10000.4,1.06
620,Portugal,2,Medium,2055-2060,2058,2057,65378.6,87.08,84.55,89.53,133624.6,63974.4,69650.2,10000.4,1.06
620,Portugal,2,Medium,2055-2060,2058,2058,65378.6,87.08,84.55,89.53,133624.6,63974.4,69650.2,10000.4,1.06
620,Portugal,2,Medium,2055-2060,2058,2059,65378.6,87.08,84.55,89.53,133624.6,63974.4,69650.2,10000.4,1.06
620,Portugal,2,Medium,2055-2060,2058,2060,65378.6,87.08,84.55,89.53,133624.6,63974.4,69650.2,10000.4,1.06
620,Portugal,2,Medium,2060-2065,2063,2061,65245,87.65,85.13,90.11,132537.2,63033.2,69504,10000.4,1.06
620,Portugal,2,Medium,2060-2065,2063,2062,65245,87.65,85.13,90.11,132537.2,63033.2,69504,10000.4,1.06
620,Portugal,2,Medium,2060-2065,2063,2063,65245,87.65,85.13,90.11,132537.2,63033.2,69504,10000.4,1.06
620,Portugal,2,Medium,2060-2065,2063,2064,65245,87.65,85.13,90.11,132537.2,63033.2,69504,10000.4,1.06
620,Portugal,2,Medium,2060-2065,2063,2065,65245,87.65,85.13,90.11,132537.2,63033.2,69504,10000.4,1.06
620,Portugal,2,Medium,2065-2070,2068,2066,65192,88.21,85.71,90.69,127933,60495.6,67437.4,10000.4,1.06
620,Portugal,2,Medium,2065-2070,2068,2067,65192,88.21,85.71,90.69,127933,60495.6,67437.4,10000.4,1.06
620,Portugal,2,Medium,2065-2070,2068,2068,65192,88.21,85.71,90.69,127933,60495.6,67437.4,10000.4,1.06
620,Portugal,2,Medium,2065-2070,2068,2069,65192,88.21,85.71,90.69,127933,60495.6,67437.4,10000.4,1.06
620,Portugal,2,Medium,2065-2070,2068,2070,65192,88.21,85.71,90.69,127933,60495.6,67437.4,10000.4,1.06
620,Portugal,2,Medium,2070-2075,2073,2071,64561.4,88.77,86.3,91.27,119663.2,56600,63063.2,10000.4,1.06
620,Portugal,2,Medium,2070-2075,2073,2072,64561.4,88.77,86.3,91.27,119663.2,56600,63063.2,10000.4,1.06
620,Portugal,2,Medium,2070-2075,2073,2073,64561.4,88.77,86.3,91.27,119663.2,56600,63063.2,10000.4,1.06
620,Portugal,2,Medium,2070-2075,2073,2074,64561.4,88.77,86.3,91.27,119663.2,56600,63063.2,10000.4,1.06
620,Portugal,2,Medium,2070-2075,2073,2075,64561.4,88.77,86.3,91.27,119663.2,56600,63063.2,10000.4,1.06
620,Portugal,2,Medium,2075-2080,2078,2076,62985.8,89.33,86.86,91.84,110108.2,52699.6,57408.6,10000.4,1.06
620,Portugal,2,Medium,2075-2080,2078,2077,62985.8,89.33,86.86,91.84,110108.2,52699.6,57408.6,10000.4,1.06
620,Portugal,2,Medium,2075-2080,2078,2078,62985.8,89.33,86.86,91.84,110108.2,52699.6,57408.6,10000.4,1.06
620,Portugal,2,Medium,2075-2080,2078,2079,62985.8,89.33,86.86,91.84,110108.2,52699.6,57408.6,10000.4,1.06
620,Portugal,2,Medium,2075-2080,2078,2080,62985.8,89.33,86.86,91.84,110108.2,52699.6,57408.6,10000.4,1.06
620,Portugal,2,Medium,2080-2085,2083,2081,61203.6,89.89,87.44,92.42,102784.2,50164.8,52619.4,10000.4,1.06
620,Portugal,2,Medium,2080-2085,2083,2082,61203.6,89.89,87.44,92.42,102784.2,50164.8,52619.4,10000.4,1.06
620,Portugal,2,Medium,2080-2085,2083,2083,61203.6,89.89,87.44,92.42,102784.2,50164.8,52619.4,10000.4,1.06
620,Portugal,2,Medium,2080-2085,2083,2084,61203.6,89.89,87.44,92.42,102784.2,50164.8,52619.4,10000.4,1.06
620,Portugal,2,Medium,2080-2085,2083,2085,61203.6,89.89,87.44,92.42,102784.2,50164.8,52619.4,10000.4,1.06
620,Portugal,2,Medium,2085-2090,2088,2086,59792.2,90.44,88.02,92.99,98959.4,49272.4,49687,10000.4,1.06
620,Portugal,2,Medium,2085-2090,2088,2087,59792.2,90.44,88.02,92.99,98959.4,49272.4,49687,10000.4,1.06
620,Portugal,2,Medium,2085-2090,2088,2088,59792.2,90.44,88.02,92.99,98959.4,49272.4,49687,10000.4,1.06
620,Portugal,2,Medium,2085-2090,2088,2089,59792.2,90.44,88.02,92.99,98959.4,49272.4,49687,10000.4,1.06
620,Portugal,2,Medium,2085-2090,2088,2090,59792.2,90.44,88.02,92.99,98959.4,49272.4,49687,10000.4,1.06
620,Portugal,2,Medium,2090-2095,2093,2091,59235.6,91,88.58,93.57,96938.2,48857,48081.2,10000.4,1.06
620,Portugal,2,Medium,2090-2095,2093,2092,59235.6,91,88.58,93.57,96938.2,48857,48081.2,10000.4,1.06
620,Portugal,2,Medium,2090-2095,2093,2093,59235.6,91,88.58,93.57,96938.2,48857,48081.2,10000.4,1.06
620,Portugal,2,Medium,2090-2095,2093,2094,59235.6,91,88.58,93.57,96938.2,48857,48081.2,10000.4,1.06
620,Portugal,2,Medium,2090-2095,2093,2095,59235.6,91,88.58,93.57,96938.2,48857,48081.2,10000.4,1.06
620,Portugal,2,Medium,2095-2100,2098,2096,58999.6,91.57,89.15,94.14,94125,47741,46384,10000.4,1.06
620,Portugal,2,Medium,2095-2100,2098,2097,58999.6,91.57,89.15,94.14,94125,47741,46384,10000.4,1.06
620,Portugal,2,Medium,2095-2100,2098,2098,58999.6,91.57,89.15,94.14,94125,47741,46384,10000.4,1.06
620,Portugal,2,Medium,2095-2100,2098,2099,58999.6,91.57,89.15,94.14,94125,47741,46384,10000.4,1.06
620,Portugal,2,Medium,2095-2100,2098,2100,58999.6,91.57,89.15,94.14,94125,47741,46384,10000.4,1.06
