LocID,Location,Variant,Time,TimeYear,AgeGrp,Age,DeathsMale,DeathsFemale,DeathsTotal
620,Portugal,Estimates,2010-2015,2010,65-69,68,1011.7952,619.3563,1631.1407
620,Portugal,Estimates,2010-2015,2010,65-69,69,1068.4646,679.12274,1747.5753
620,Portugal,Estimates,2010-2015,2010,70-74,70,1127.456,745.0498,1872.4928
620,Portugal,Estimates,2010-2015,2010,70-74,71,1188.2417,817.24585,2005.4738
620,Portugal,Estimates,2010-2015,2010,70-74,72,1250.0806,895.60815,2145.6746
620,Portugal,Estimates,2010-2015,2010,70-74,73,1312.0068,979.7725,2291.7656
620,Portugal,Estimates,2010-2015,2010,70-74,74,1372.8314,1069.0668,2441.885
620,Portugal,Estimates,2010-2015,2010,75-79,75,1431.1597,1162.4746,2593.6218
620,Portugal,Estimates,2010-2015,2010,75-79,76,1485.4248,1258.6134,2744.027
620,Portugal,Estimates,2010-2015,2010,75-79,77,1533.941,1355.7343,2889.6653
620,Portugal,Estimates,2010-2015,2010,75-79,78,1574.9702,1451.7446,3026.7063
620,Portugal,Estimates,2010-2015,2010,75-79,79,1606.8043,1544.2626,3151.0596
620,Portugal,Estimates,2010-2015,2010,80-84,80,1627.8555,1630.6993,3258.5488
620,Portugal,Estimates,2010-2015,2010,80-84,81,1636.7496,1708.3737,3345.1184
620,Portugal,Estimates,2010-2015,2010,80-84,82,1632.4208,1774.6493,3407.0662
620,Portugal,Estimates,2010-2015,2010,80-84,83,1614.192,1827.0934,3441.2825
620,Portugal,Estimates,2010-2015,2010,80-84,84,1581.8467,1863.6405,3445.4854
620,Portugal,Estimates,2010-2015,2010,85-89,85,1535.672,1882.7513,3418.4226
620,Portugal,Estimates,2010-2015,2010,85-89,86,1476.4813,1883.5507,3360.0312
620,Portugal,Estimates,2010-2015,2010,85-89,87,1405.6016,1865.9296,3271.5305
620,Portugal,Estimates,2010-2015,2010,85-89,88,1324.8331,1830.6022,3155.4353
620,Portugal,Estimates,2010-2015,2010,85-89,89,1236.3788,1779.1068,3015.4856
620,Portugal,Estimates,2010-2015,2010,90-94,90,1142.7484,1713.7491,2856.4973
620,Portugal,Estimates,2010-2015,2010,90-94,91,1046.6477,1637.4938,2684.1416
620,Portugal,Estimates,2010-2015,2010,90-94,92,950.8577,1553.8105,2504.6682
620,Portugal,Estimates,2010-2015,2010,90-94,93,858.11816,1466.4911,2324.6094
620,Portugal,Estimates,2010-2015,2010,90-94,94,771.02026,1379.4528,2150.4731
620,Portugal,Estimates,2010-2015,2010,95-100,95,691.9209,1296.5435,1988.4642
620,Portugal,Estimates,2010-2015,2010,95-100,96,622.8782,1221.3641,1844.2422
620,Portugal,Estimates,2010-2015,2010,95-100,97,565.613,1157.1171,1722.7299
620,Portugal,Estimates,2010-2015,2010,95-100,98,521.4916,1106.4865,1627.978
620,Portugal,Estimates,2010-2015,2010,95-100,99,491.52478,1071.5514,1563.0762
620,Portugal,Estimates,2010-2015,2010,95-100,100,476.37704,1053.7263,1530.1034
620,Portugal,Estimates,2010-2015,2011,0-4,0,24.675692,18.325365,43.003815
620,Portugal,Estimates,2010-2015,2011,0-4,1,24.275639,18.017895,42.29632
620,Portugal,Estimates,2010-2015,2011,0-4,2,23.507793,17.424814,40.935448
620,Portugal,Estimates,2010-2015,2011,0-4,3,22.433537,16.587683,39.024097
620,Portugal,Estimates,2010-2015,2011,0-4,4,21.137465,15.563714,36.704056
620,Portugal,Estimates,2010-2015,2011,5-9,5,19.719496,14.420374,34.142647
620,Portugal,Estimates,2010-2015,2011,5-9,6,18.28591,13.229278,31.517738
620,Portugal,Estimates,2010-2015,2011,5-9,7,16.94043,12.06012,29.002707
620,Portugal,Estimates,2010-2015,2011,5-9,8,15.776273,10.975325,26.753174
620,Portugal,Estimates,2010-2015,2011,5-9,9,14.869972,10.0259695,24.896753
620,Portugal,Estimates,2010-2015,2011,10-14,10,14.277488,9.249276,23.52664
620,Portugal,Estimates,2010-2015,2011,10-14,11,14.032692,8.667819,22.699324
620,Portugal,Estimates,2010-2015,2011,10-14,12,14.148146,8.290269,22.436098
620,Portugal,Estimates,2010-2015,2011,10-14,13,14.617711,8.113422,22.727697
620,Portugal,Estimates,2010-2015,2011,10-14,14,15.420504,8.125059,23.541103
620,Portugal,Estimates,2010-2015,2011,15-19,15,16.525568,8.307225,24.827488
620,Portugal,Estimates,2010-2015,2011,15-19,16,17.896774,8.639528,26.530392
620,Portugal,Estimates,2010-2015,2011,15-19,17,19.497484,9.102109,28.593363
620,Portugal,Estimates,2010-2015,2011,15-19,18,21.294691,9.678095,30.966549
620,Portugal,Estimates,2010-2015,2011,15-19,19,23.262447,10.355424,33.611923
620,Portugal,Estimates,2010-2015,2011,20-24,20,25.384481,11.127977,36.507072
620,Portugal,Estimates,2010-2015,2011,20-24,21,27.655977,11.996137,39.647507
620,Portugal,Estimates,2010-2015,2011,20-24,22,30.084555,12.966762,43.047665
620,Portugal,Estimates,2010-2015,2011,20-24,23,32.69047,14.052767,46.74065
620,Portugal,Estimates,2010-2015,2011,20-24,24,35.50613,15.272344,50.77701
620,Portugal,Estimates,2010-2015,2011,25-29,25,38.575016,16.64796,55.22269
620,Portugal,Estimates,2010-2015,2011,25-29,26,41.95018,18.205238,60.156315
620,Portugal,Estimates,2010-2015,2011,25-29,27,45.69238,19.971758,65.666245
620,Portugal,Estimates,2010-2015,2011,25-29,28,49.868126,21.975887,71.84735
620,Portugal,Estimates,2010-2015,2011,25-29,29,54.547672,24.245707,78.79797
620,Portugal,Estimates,2010-2015,2011,30-34,30,59.80309,26.807999,86.61697
620,Portugal,Estimates,2010-2015,2011,30-34,31,65.70658,29.68746,95.40121
620,Portugal,Estimates,2010-2015,2011,30-34,32,72.32898,32.905994,105.24339
620,Portugal,Estimates,2010-2015,2011,30-34,33,79.738464,36.48224,116.23031
620,Portugal,Estimates,2010-2015,2011,30-34,34,87.999466,40.431232,128.44138
620,Portugal,Estimates,2010-2015,2011,35-39,35,97.171814,44.764263,141.94766
620,Portugal,Estimates,2010-2015,2011,35-39,36,107.30987,49.488873,156.81099
620,Portugal,Estimates,2010-2015,2011,35-39,37,118.461655,54.609047,173.08334
620,Portugal,Estimates,2010-2015,2011,35-39,38,130.66817,60.125534,190.80644
620,Portugal,Estimates,2010-2015,2011,35-39,39,143.96225,66.03638,210.01115
620,Portugal,Estimates,2010-2015,2011,40-44,40,158.36763,72.33759,230.71727
620,Portugal,Estimates,2010-2015,2011,40-44,41,173.89767,79.023964,252.93292
620,Portugal,Estimates,2010-2015,2011,40-44,42,190.55403,86.0901,276.65448
620,Portugal,Estimates,2010-2015,2011,40-44,43,208.32562,93.53162,301.86652
620,Portugal,Estimates,2010-2015,2011,40-44,44,227.18784,101.34646,328.54248
620,Portugal,Estimates,2010-2015,2011,45-49,45,247.10272,109.53643,356.64624
620,Portugal,Estimates,2010-2015,2011,45-49,46,268.02005,118.10887,386.135
620,Portugal,Estimates,2010-2015,2011,45-49,47,289.8799,127.078476,416.96356
620,Portugal,Estimates,2010-2015,2011,45-49,48,312.61673,136.46912,449.09027
620,Portugal,Estimates,2010-2015,2011,45-49,49,336.16483,146.31581,482.4845
620,Portugal,Estimates,2010-2015,2011,50-54,50,360.46478,156.66658,517.13477
620,Portugal,Estimates,2010-2015,2011,50-54,51,385.47058,167.5842,553.0579
620,Portugal,Estimates,2010-2015,2011,50-54,52,411.1562,179.14803,590.3072
620,Portugal,Estimates,2010-2015,2011,50-54,53,437.52155,191.45535,628.9798
620,Portugal,Estimates,2010-2015,2011,50-54,54,464.5971,204.62315,669.223
620,Portugal,Estimates,2010-2015,2011,55-59,55,492.4461,218.78949,711.23834
620,Portugal,Estimates,2010-2015,2011,55-59,56,521.16565,234.11536,755.2836
620,Portugal,Estimates,2010-2015,2011,55-59,57,550.88556,250.78693,801.67487
620,Portugal,Estimates,2010-2015,2011,55-59,58,581.76575,269.01794,850.7857
620,Portugal,Estimates,2010-2015,2011,55-59,59,613.99255,289.05298,903.0471
620,Portugal,Estimates,2010-2015,2011,60-64,60,647.7747,311.1706,958.9463
620,Portugal,Estimates,2010-2015,2011,60-64,61,683.3371,335.68652,1019.02386
620,Portugal,Estimates,2010-2015,2011,60-64,62,720.9147,362.95612,1083.8702
620,Portugal,Estimates,2010-2015,2011,60-64,63,760.7434,393.37524,1154.117
620,Portugal,Estimates,2010-2015,2011,60-64,64,803.0488,427.37808,1230.424
620,Portugal,Estimates,2010-2015,2011,65-69,65,848.0316,465.43137,1313.4586
620,Portugal,Estimates,2010-2015,2011,65-69,66,895.8483,508.0229,1403.8658
620,Portugal,Estimates,2010-2015,2011,65-69,67,946.58875,555.64355,1502.2255
620,Portugal,Estimates,2010-2015,2011,65-69,68,1000.24786,608.76184,1609.0016
620,Portugal,Estimates,2010-2015,2011,65-69,69,1056.6965,667.7904,1724.4777
620,Portugal,Estimates,2010-2015,2011,70-74,70,1115.65,733.04443,1848.6842
620,Portugal,Estimates,2010-2015,2011,70-74,71,1176.6387,804.69385,1981.3217
620,Portugal,Estimates,2010-2015,2011,70-74,72,1238.9838,882.71014,2121.6826
620,Portugal,Estimates,2010-2015,2011,70-74,73,1301.7803,966.81226,2268.5815
620,Portugal,Estimates,2010-2015,2011,70-74,74,1363.8936,1056.415,2420.2979
620,Portugal,Estimates,2010-2015,2011,75-79,75,1423.9691,1150.5858,2574.545
620,Portugal,Estimates,2010-2015,2011,75-79,76,1480.46,1248.0151,2728.4663
620,Portugal,Estimates,2010-2015,2011,75-79,77,1531.6729,1347.0079,2878.6726
620,Portugal,Estimates,2010-2015,2011,75-79,78,1575.8315,1445.4991,3021.3237
620,Portugal,Estimates,2010-2015,2011,75-79,79,1611.157,1541.1027,3152.2537
620,Portugal,Estimates,2010-2015,2011,80-84,80,1635.9598,1631.1896,3267.1448
620,Portugal,Estimates,2010-2015,2011,80-84,81,1648.7396,1713.0022,3361.738
620,Portugal,Estimates,2010-2015,2011,80-84,82,1648.2867,1783.794,3432.0776
620,Portugal,Estimates,2010-2015,2011,80-84,83,1633.774,1840.9924,3474.7642
620,Portugal,Estimates,2010-2015,2011,80-84,84,1604.8391,1882.3716,3487.2095
620,Portugal,Estimates,2010-2015,2011,85-89,85,1561.6394,1906.2206,3467.8599
620,Portugal,Estimates,2010-2015,2011,85-89,86,1504.8834,1911.4926,3416.3757
620,Portugal,Estimates,2010-2015,2011,85-89,87,1435.8258,1897.9193,3333.7454
620,Portugal,Estimates,2010-2015,2011,85-89,88,1356.232,1866.0795,3222.3125
620,Portugal,Estimates,2010-2015,2011,85-89,89,1268.3079,1817.4095,3085.7188
620,Portugal,Estimates,2010-2015,2011,90-94,90,1174.6027,1754.1555,2928.7595
620,Portugal,Estimates,2010-2015,2011,90-94,91,1077.8939,1679.2683,2757.1646
620,Portugal,Estimates,2010-2015,2011,90-94,92,981.06036,1596.2526,2577.3154
620,Portugal,Estimates,2010-2015,2011,90-94,93,886.9574,1508.9788,2395.9392
620,Portugal,Estimates,2010-2015,2011,90-94,94,798.3023,1421.4816,2219.7876
620,Portugal,Estimates,2010-2015,2011,95-100,95,717.57996,1337.7538,2055.3376
620,Portugal,Estimates,2010-2015,2011,95-100,96,646.9712,1261.5569,1908.5325
620,Portugal,Estimates,2010-2015,2011,95-100,97,588.3079,1196.2555,1784.5682
620,Portugal,Estimates,2010-2015,2011,95-100,98,543.0509,1144.6838,1687.74
620,Portugal,Estimates,2010-2015,2011,95-100,99,512.2847,1109.046,1621.3362
620,Portugal,Estimates,2010-2015,2011,95-100,100,496.7245,1090.8461,1587.5762
620,Portugal,Estimates,2010-2015,2012,0-4,0,23.797747,17.663206,41.466824
620,Portugal,Estimates,2010-2015,2012,0-4,1,23.405743,17.36388,40.77564
620,Portugal,Estimates,2010-2015,2012,0-4,2,22.653126,16.786592,39.446
620,Portugal,Estimates,2010-2015,2012,0-4,3,21.599604,15.971946,37.57818
620,Portugal,Estimates,2010-2015,2012,0-4,4,20.327457,14.975812,35.31027
620,Portugal,Estimates,2010-2015,2012,5-9,5,18.933826,13.864033,32.805183
620,Portugal,Estimates,2010-2015,2012,5-9,6,17.521986,12.706424,30.235958
620,Portugal,Estimates,2010-2015,2012,5-9,7,16.192646,11.57084,27.771093
620,Portugal,Estimates,2010-2015,2012,5-9,8,15.03623,10.517934,25.56162
620,Portugal,Estimates,2010-2015,2012,5-9,9,14.126858,9.597175,23.73112
620,Portugal,Estimates,2010-2015,2012,10-14,10,13.51859,8.844423,22.369507
620,Portugal,Estimates,2010-2015,2012,10-14,11,13.243976,8.281173,21.530859
620,Portugal,Estimates,2010-2015,2012,10-14,12,13.3148365,7.9153085,21.234941
620,Portugal,Estimates,2010-2015,2012,10-14,13,13.724841,7.743118,21.47178
620,Portugal,Estimates,2010-2015,2012,10-14,14,14.453363,7.7521076,22.208344
620,Portugal,Estimates,2010-2015,2012,15-19,15,15.4700575,7.9242387,23.39632
620,Portugal,Estimates,2010-2015,2012,15-19,16,16.73962,8.239158,24.980118
620,Portugal,Estimates,2010-2015,2012,15-19,17,18.226326,8.677127,26.904322
620,Portugal,Estimates,2010-2015,2012,15-19,18,19.898039,9.221442,29.120111
620,Portugal,Estimates,2010-2015,2012,15-19,19,21.72952,9.860243,31.59038
620,Portugal,Estimates,2010-2015,2012,20-24,20,23.704956,10.587653,34.293407
620,Portugal,Estimates,2010-2015,2012,20-24,21,25.819654,11.404357,37.225143
620,Portugal,Estimates,2010-2015,2012,20-24,22,28.080978,12.317616,40.40017
620,Portugal,Estimates,2010-2015,2012,20-24,23,30.50855,13.340885,43.851513
620,Portugal,Estimates,2010-2015,2012,20-24,24,33.13381,14.493061,47.629463
620,Portugal,Estimates,2010-2015,2012,25-29,25,35.99903,15.79751,51.799667
620,Portugal,Estimates,2010-2015,2012,25-29,26,39.156002,17.280947,56.440613
620,Portugal,Estimates,2010-2015,2012,25-29,27,42.66439,18.97222,61.64083
620,Portugal,Estimates,2010-2015,2012,25-29,28,46.590054,20.901115,67.496
620,Portugal,Estimates,2010-2015,2012,25-29,29,51.003334,23.097214,74.10605
620,Portugal,Estimates,2010-2015,2012,30-34,30,55.977444,25.588827,81.57252
620,Portugal,Estimates,2010-2015,2012,30-34,31,61.586987,28.4021,89.99616
620,Portugal,Estimates,2010-2015,2012,30-34,32,67.906624,31.560232,99.47483
620,Portugal,Estimates,2010-2015,2012,30-34,33,75.00978,35.08289,110.10157
620,Portugal,Estimates,2010-2015,2012,30-34,34,82.96746,38.98576,121.96304
620,Portugal,Estimates,2010-2015,2012,35-39,35,91.847015,43.280308,135.13802
620,Portugal,Estimates,2010-2015,2012,35-39,36,101.71096,47.97369,149.69608
620,Portugal,Estimates,2010-2015,2012,35-39,37,112.6155,53.068855,165.69635
620,Portugal,Estimates,2010-2015,2012,35-39,38,124.60929,58.56485,183.18648
620,Portugal,Estimates,2010-2015,2012,35-39,39,137.73169,64.45736,202.20149
620,Portugal,Estimates,2010-2015,2012,40-44,40,152.01122,70.739456,222.76295
620,Portugal,Estimates,2010-2015,2012,40-44,41,167.46376,77.40254,244.87817
620,Portugal,Estimates,2010-2015,2012,40-44,42,184.09091,84.43759,268.53976
620,Portugal,Estimates,2010-2015,2012,40-44,43,201.87866,91.83654,293.72568
620,Portugal,Estimates,2010-2015,2012,40-44,44,220.79652,99.59391,320.40005
620,Portugal,Estimates,2010-2015,2012,45-49,45,240.79799,107.70853,348.51526
620,Portugal,Estimates,2010-2015,2012,45-49,46,261.822,116.185394,378.01526
620,Portugal,Estimates,2010-2015,2012,45-49,47,283.79617,125.03757,408.84082
620,Portugal,Estimates,2010-2015,2012,45-49,48,306.6418,134.28806,440.9363
620,Portugal,Estimates,2010-2015,2012,45-49,49,330.28043,143.97159,474.25797
620,Portugal,Estimates,2010-2015,2012,50-54,50,354.64096,154.1364,508.78296
620,Portugal,Estimates,2010-2015,2012,50-54,51,379.66785,164.84573,544.51904
620,Portugal,Estimates,2010-2015,2012,50-54,52,405.32806,176.1794,581.5129
620,Portugal,Estimates,2010-2015,2012,50-54,53,431.61743,188.2351,619.8579
620,Portugal,Estimates,2010-2015,2012,50-54,54,458.56458,201.12987,659.6998
620,Portugal,Estimates,2010-2015,2012,55-59,55,486.23312,215.00153,701.2401
620,Portugal,Estimates,2010-2015,2012,55-59,56,514.72186,230.01036,744.7377
620,Portugal,Estimates,2010-2015,2012,55-59,57,544.1629,246.34131,790.5094
620,Portugal,Estimates,2010-2015,2012,55-59,58,574.7187,264.20627,838.9298
620,Portugal,Estimates,2010-2015,2012,55-59,59,606.57825,283.84717,890.42975
620,Portugal,Estimates,2010-2015,2012,60-64,60,639.95294,305.53894,945.4956
620,Portugal,Estimates,2010-2015,2012,60-64,61,675.0712,329.59293,1004.66693
620,Portugal,Estimates,2010-2015,2012,60-64,62,712.17285,356.35928,1068.534
620,Portugal,Estimates,2010-2015,2012,60-64,63,751.50116,386.22867,1137.7306
620,Portugal,Estimates,2010-2015,2012,60-64,64,793.29254,419.6311,1212.9231
620,Portugal,Estimates,2010-2015,2012,65-69,65,837.7631,457.03183,1294.7931
620,Portugal,Estimates,2010-2015,2012,65-69,66,885.0907,498.9222,1384.01
620,Portugal,Estimates,2010-2015,2012,65-69,67,935.3929,545.8042,1481.1926
620,Portugal,Estimates,2010-2015,2012,65-69,68,988.7005,598.16736,1586.8624
620,Portugal,Estimates,2010-2015,2012,65-69,69,1044.9285,656.45807,1701.38
620,Portugal,Estimates,2010-2015,2012,70-74,70,1103.844,721.03906,1824.8755
620,Portugal,Estimates,2010-2015,2012,70-74,71,1165.0356,792.14185,1957.1696
620,Portugal,Estimates,2010-2015,2012,70-74,72,1227.8868,869.81213,2097.6904
620,Portugal,Estimates,2010-2015,2012,70-74,73,1291.5537,953.852,2245.3975
620,Portugal,Estimates,2010-2015,2012,70-74,74,1354.9557,1043.7632,2398.7107
620,Portugal,Estimates,2010-2015,2012,75-79,75,1416.7786,1138.697,2555.468
620,Portugal,Estimates,2010-2015,2012,75-79,76,1475.4951,1237.4169,2712.9053
620,Portugal,Estimates,2010-2015,2012,75-79,77,1529.4047,1338.2815,2867.6802
620,Portugal,Estimates,2010-2015,2012,75-79,78,1576.6929,1439.2537,3015.9414
620,Portugal,Estimates,2010-2015,2012,75-79,79,1615.5095,1537.9426,3153.4478
620,Portugal,Estimates,2010-2015,2012,80-84,80,1644.0642,1631.6797,3275.7405
620,Portugal,Estimates,2010-2015,2012,80-84,81,1660.7297,1717.6307,3378.3577
620,Portugal,Estimates,2010-2015,2012,80-84,82,1664.1527,1792.9386,3457.089
620,Portugal,Estimates,2010-2015,2012,80-84,83,1653.3561,1854.8914,3508.246
620,Portugal,Estimates,2010-2015,2012,80-84,84,1627.8315,1901.1027,3528.9336
620,Portugal,Estimates,2010-2015,2012,85-89,85,1587.6068,1929.6898,3517.2969
620,Portugal,Estimates,2010-2015,2012,85-89,86,1533.2854,1939.4344,3472.7205
620,Portugal,Estimates,2010-2015,2012,85-89,87,1466.0502,1929.9092,3395.9604
620,Portugal,Estimates,2010-2015,2012,85-89,88,1387.631,1901.5569,3289.1897
620,Portugal,Estimates,2010-2015,2012,85-89,89,1300.2369,1855.7124,3155.952
620,Portugal,Estimates,2010-2015,2012,90-94,90,1206.4569,1794.5618,3001.022
620,Portugal,Estimates,2010-2015,2012,90-94,91,1109.1401,1721.043,2830.1875
620,Portugal,Estimates,2010-2015,2012,90-94,92,1011.263,1638.6946,2649.9626
620,Portugal,Estimates,2010-2015,2012,90-94,93,915.79663,1551.4664,2467.2693
620,Portugal,Estimates,2010-2015,2012,90-94,94,825.5844,1463.5104,2289.1018
620,Portugal,Estimates,2010-2015,2012,95-100,95,743.239,1378.9641,2122.211
620,Portugal,Estimates,2010-2015,2012,95-100,96,671.0642,1301.7498,1972.8228
620,Portugal,Estimates,2010-2015,2012,95-100,97,611.0029,1235.394,1846.4066
620,Portugal,Estimates,2010-2015,2012,95-100,98,564.6102,1182.8812,1747.502
620,Portugal,Estimates,2010-2015,2012,95-100,99,533.04474,1146.5406,1679.5963
620,Portugal,Estimates,2010-2015,2012,95-100,100,517.0719,1127.966,1645.049
620,Portugal,Estimates,2010-2015,2013,0-4,0,22.919804,17.001047,39.929836
620,Portugal,Estimates,2010-2015,2013,0-4,1,22.535849,16.709866,39.254955
620,Portugal,Estimates,2010-2015,2013,0-4,2,21.798456,16.148373,37.95655
620,Portugal,Estimates,2010-2015,2013,0-4,3,20.765673,15.356209,36.132256
620,Portugal,Estimates,2010-2015,2013,0-4,4,19.517452,14.387911,33.916485
620,Portugal,Estimates,2010-2015,2013,5-9,5,18.148159,13.307691,31.467724
620,Portugal,Estimates,2010-2015,2013,5-9,6,16.758062,12.183571,28.95418
620,Portugal,Estimates,2010-2015,2013,5-9,7,15.444864,11.081561,26.539482
620,Portugal,Estimates,2010-2015,2013,5-9,8,14.296187,10.060542,24.370068
620,Portugal,Estimates,2010-2015,2013,5-9,9,13.383743,9.16838,22.565483
620,Portugal,Estimates,2010-2015,2013,10-14,10,12.759693,8.43957,21.212372
620,Portugal,Estimates,2010-2015,2013,10-14,11,12.455259,7.894526,20.362396
620,Portugal,Estimates,2010-2015,2013,10-14,12,12.481528,7.540348,20.033787
620,Portugal,Estimates,2010-2015,2013,10-14,13,12.83197,7.372813,20.215864
620,Portugal,Estimates,2010-2015,2013,10-14,14,13.486222,7.379157,20.875582
620,Portugal,Estimates,2010-2015,2013,15-19,15,14.414548,7.541252,21.96515
620,Portugal,Estimates,2010-2015,2013,15-19,16,15.582468,7.8387866,23.429844
620,Portugal,Estimates,2010-2015,2013,15-19,17,16.95517,8.252144,25.215279
620,Portugal,Estimates,2010-2015,2013,15-19,18,18.501387,8.76479,27.273676
620,Portugal,Estimates,2010-2015,2013,15-19,19,20.196594,9.365063,29.568836
620,Portugal,Estimates,2010-2015,2013,20-24,20,22.025433,10.047328,32.079746
620,Portugal,Estimates,2010-2015,2013,20-24,21,23.98333,10.812576,34.802776
